,Products
2794,Zitmyc Tablets
2795,ANUSOL SUPP
2796,Ferrous Sulphate 200mg Tablets
2797,Dulcolax 5mg Suppositories
2798,ABC Ibuprofen 100ml Suspension
2799,BRAGGS ORGANIC APPLE CIDER VINEGAR 946ML
2800,Zirtek 10mg Tablets
2801,Pantoprazole (Teva) 20mg Tablets
2802,Maxitrol 5ml Eye Drop
2803,Carbozap Adult 100ml Syrup
2804,malaria test kit (oscar)
2805,Anomex Plus Suppository
2806,SUDAFED DECONGESTANT TABS
2807,Advil 200mg Liqui-Gel
2808,Lonart 20/120mg Tab (24 Doses)
2809,Pepto Bismol 120ml Suspension
2810,Livertone Junior 125ml Blood Tonic
2811,NATURES BOUNTY FISH OIL 1200MG
2812,O-Formin 500mg Tablets
2813,OSTEOCARE ORIGINAL SYR 200ML
2814,BESTVIT VIT C 500MG TABS CHEWABLE
2815,Bonnisan 120ml Syrup
2816,Nifecard Xl 60mg Tablets
2817,Flotac 75mg Capsule
2818,MOSQUITO REPELLANT(BOVERGREENS) 100ML
2819,Asthalex 2mg/5ml 100ml Syrup
2820,Cheers Condom (3 pieces)
2821,Klof Gel
2822,Para-Denk 125mg Suppositories
2823,Clavulin 1g Tablets
2824,LISTERIN ORG. ALL FL 500ML
2825,DIPHEX/ CODEINE 100ML
2826,Flemex Junior 100ml Syrup
2827,Lithium Batteries (CR 2032)
2828,Zincovit 200ml Syrup
2829,Teedar 125ml Syrup
2830,VINMYTHRO 500 TABS
2831,Luex Children chesty cough 150ml syr
2832,AideKit Pregnancy Rapid Test Kit
2833,BEAUTY FORMULAS KIDS QUICK RINSE MOUTHWA
2834,Ritalin 10mg Tablets
2835,BENCH TOP MICROFUGE-MINI-7
2836,NIGHT TIME COLD AND FLU SYRUP 355ML(ORIG
2837,Pure Honey (Honey World) 350ml
2838,Cebrotonin 800mg Tablets
2839,Ind Mac Temp. CHG
2840,CLARITHROMYCIN 250MG UK TAB
2841,CLONAZEPAM 500MCG (AUDEN MCKENZIE) TAB
2842,Co-Micardis 80mg/12.5mg Tablets
2843,ABC Cetirizine 100ml Syrup
2844,Lexsporin Powder 10g
2845,Carbozap Jnr 100ml Syrup
2846,savinate 60mg injection
2847,Old Spice Deodorant Spray 125ml
2848,Benylin 4 Flu 100ml Syrup
2849,50uL Pipette Tips (1.1)
2850,MONTELUKAST 5MG (CHEWABLE)
2851,VITAMIN B COMPLEX TABS (10 DOSES)
2852,Fragmin 7500IU 0.2ml Injection
2853,Pampers Baby Wipes (56 Pieces)
2854,Demacot 15g Cream
2855,PARACETAMOL (GR-PARA) SYR
2856,Bell's Vapour Rub 50g
2857,Zentel 200mg (2 Doses) Tablets
2858,LIQUIFRUITA COUGH 200ML
2859,Heinz Baby Food 120g
2860,Seczol DS 1g (2 Doses) Tablets
2861,Wood's Cough Sachet
2862,COVONIA DRY COUGH SUGAR-FREE 150ML
2863,ABC Co-Trimoxazole 100ml Suspension
2864,Cirotamin (30 Doses) Capsules
2865,Fleming 457mg/5ml Suspension
2866,Bro-Zedex 4mg/5ml Syrup
2867,Vertical Hand Wheel Autoclave 50L
2868,ANTI-SNAKE VENOM SERUM (B.E) 10ML
2869,Novagyl 200mg Tablets
2870,Benylin Chesty Cough 100ml Syrup
2871,PANADOL EXTRA TAB
2872,Coversyl Plus 10mg/2.5mg Tablets
2873,Penicillin V (Letap) 125mg Tablets
2874,Cyprodine 200ml Syrup
2875,Novaldex D 10mg Tablets
2876,Paramol (Paracetamol) 500mg Supp.
2877,Diclocid 1% Gel
2878,Histazine 10mg Tablets
2879,Entrima (Clotrimazole) 1% 20G Cream
2880,Clamide 5mg Tablets
2881,Basecam 20mg (10 doses) Capsules
2882,Gacet 1g Suppositories
2883,Covonia Night Time 150ml Syrup
2884,Exclear 0.9% Nasal Drops
2885,Citramine (Cetirizine) 60ml susp
2886,Liv 52 (100 Doses) Tablets
2887,Diabenil 5mg Tablets
2888,COARTEM 20/120MG DISP (6 DOSES)
2889,Epilim Chrono 500mg Tablets
2890,Heptopep Forte 200ml Syrup
2891,Advil 200mg Liqui-Gel Capsules
2892,PEPSODENT COMPLETE CARE TOOTHPASTE 156G
2893,Metoclopramide(Crescent) 10mg Tab
2894,Uperio 200mg Tablets
2895,Vaginax 30g cream
2896,Glucorange 400g
2897,"CREPE BANDAGE 5"""
2898,VAGINNE REFRESHING INTIMATE GEL( 6 DOSES
2899,Insuman Rapid 100IU/5ml
2900,Glimepiride (Teva) 2mg Tablets
2901,One-A-Day Men's (60 Doses) Tablets
2902,Rophelin 100ml Syrup
2903,Irish Spring Shower Gel
2904,Lantus Solostar 100IU/ml Injection
2905,Proximexa 500mg Tablets
2906,Acular 0.5% Eye Drops
2907,IBEX Capsules (24 Doses)
2908,Lifestyle Condoms (3 Pieces)
2909,Permanet Circular Net (King Size)
2910,Sustanon 250mg/ml Injection
2911,Tussin Long Acting Cough 118ml Syrup
2912,Chlorxy-G Gel 10g
2913,LISTERINE SMART RINSE 6YRS+ MOUTHWASH 50
2914,Acidom 20mg Capsule
2915,Lynux Ointment 20g
2916,HEALTHAID VITAMIN C 1000MG EFF TABS
2917,Ceelin Plus 15ml Drops
2918,Atenolol (Exeter) 50mg Tablets
2919,AMIODARONE HYDROCLORIDE 200MG
2920,Rancv 500mg Tablets
2921,Kamoxyl 125mg/5ml 100ml Suspension
2922,Bio-Oil 125ml
2923,FREEZER (BDF-86 V338)
2924,H.Pylori Ab (GenBody) RDT
2925,Co-Codamol 8mg/500mg Tablets
2926,XBC Cocoa Butter Cream
2927,Terbinafine (RelonChem) 250mg Tablet
2928,CIPROFLOXACIN IV 100ML
2929,Lemsip Max Cold & Flu (Lemon) Sachet
2930,Cyclogest 400mg Pessaries
2931,Digoxin (Bristol) 250mcg Tablet
2932,Glucose Test Strips (Maccura)
2933,Bell's Castor Oil 70ml
2934,WOMEN'S DAILY VITAMINS 30'S(NATURE'S MEA
2935,Gabapentin (Teva) 100mg Capsules
2936,Malafan (3 Doses) Tablets
2937,Haemoglobin (letap) 200ml syrup
2938,Johnsons Baby Jelly 250ml
2939,PHILIP MILK OF MAGNESIUM ORIG. 255ML
2940,Amlodipine (Intas) 5mg Tablets
2941,Zintab (M&G) 10mg (10 Doses) Tablets
2942,Efpac Junior Oral Suspension
2943,Cycorange 200ml Syrup
2944,Fiesta Party Pack condom (10 pieces)
2945,SARs-CoV-2 Inf A/B Kit (Sansure)
2946,Jet 2 Inhaler
2947,Travocort Cream 10g
2948,Tylenol Rapid Release 500mg Caplets
2949,ORS (Hydrolyte) Sachet
2950,Nesben suspension 20ml
2951,Fragmin 2500IU 0.2ml Injection
2952,Prostacare (30 Doses) Capsules
2953,Carbon Ultra (Lainco) 50g
2954,whitfield (pr & winning) 15g ointment
2955,Dettols Antiseptic Cream 30g
2956,Duphalac (Lactulose) 500ml Solution
2957,Luex Adult chesty cough 150ml syrup
2958,Maxitrol Eye Ointment 3.5g
2959,Optrex Eye Wash 300ml
2960,Ichthammol(PR & Win.)10% 15G Ointment
2961,Para.(Cetapol) 500mg(10Doses) Tab.
2962,HIV 1/2 (GenBody) RDT
2963,Zamac (Aceclofenac) 100mg (10 Doses)
2964,Zincofer Capsules
2965,Mucolex Adult Expectorant 150ml Syrup
2966,Tenormin 50mg Tablets
2967,Augmentin 1g Tablets
2968,Magacid Plus 200ml Suspension
2969,kmgyl 0.5% 100ml injection
2970,Frelet 75mg Tablets
2971,Accu-Chek(Instant)Glu Test Str.
2972,Aciclovir (Actavis) 200mg Tablets
2973,Kefrox-500 tablet
2974,Gasvicon Original 150ml Suspension
2975,Ceelin Plus 120ml Syrup
2976,PR Zinc 20mg (10 Doses) Tablets
2977,XOC Charcoal Toothpaste With Brush
2978,Candid 2% 20ml Lotion
2979,FERROUS SULFATE (ERNEST) TABS
2980,Nifecard XL 30mg Tablets
2981,cafergot tablet
2982,Wellwoman Plus (56 Doses) Tablets
2983,Cussons Baby Powder 500g
2984,AQUAFRESH BIGTEETH TOOTHPASTE (6-8YRS) 5
2985,Gebediclo-100 supp (5 doses)
2986,Menthodex 200ml Syrup
2987,Odymin (30 doses) Capsule
2988,Mentat 100ml Syrup
2989,H/LIFE VIT E 200 IU CAPS
2990,Sudocrem Cream 125g
2991,Methylated Spirit(Phersons) 60ml
2992,Zincovit (30 Doses) Tablets
2993,Fumet 60ml Suspension
2994,Patanol 0.1% 5ml Eye Drops
2995,Jergens Bar Soap 255g
2996,Olive Oil (Care) 10ml Ear Drops
2997,Letaplex-B 125ml Syrup
2998,BENYLIN DRY & TICKLY COUGH SYR 150ML
2999,Penflox-GR 125mg/5ml 100ml Suspension
3000,Daraprim 25mg Tablets
3001,Sebamed Baby Body Milk 200ml
3002,Vigorix 200ml Syrup
3003,Luex Night time cold &cough 150ml Syr
3004,Glo Power 200ml Syrup
3005,Amlodipine (Almus) 10mg Tablets
3006,CHLORAMPHENICOL (LETAP) 250MG CAPS
3007,Feroglobin 200ml Syrup
3008,Rhizin 10mg Tablets
3009,DOXYCYCLINE 100MG
3010,Carvedilol (Milpharm) 3.125mg tablet
3011,Ringers Lactate (Otsuka) 500ml Inf
3012,Ephedrine (Kosa) 1% Nasal Drops
3013,Mamia Baby Diaper Size 4 Jumbo (84's)
3014,Chloramphenicol (Troge) 1% Ointment
3015,Mimoral 5000IU Tablets
3016,BENYLIN WET COUGH MUCUS RELIEF SYR 100ML
3017,Glucophage 500mg Tablets
3018,Dexorange Plus 200ml Syrup
3019,Flucloxacillin(G.R) 250mg Capsule
3020,Kleenex Ultra Soft (10 Pieces) Tissue
3021,Day-Vit (Active) (30 Doses) Tablets
3022,BENDROFLUMETHIAZIDE(NORTHSTAR) 2.5MG
3023,Dextrose(Pharmanova) 5%Infusion 500ml
3024,Timol 0.5% eye drop
3025,Kocef 125mg/ml Suspension
3026,Aldactone 25mg Tablets
3027,Salamol CFC 100mcg Inhaler
3028,Gramocef-O 200mg Tablets
3029,Syntocinon 10IU/ml Injection
3030,Robestar 10mg Tablets
3031,Pregnancy Test Cassette (M-Zone)
3032,Wellman Plus (56 Doses) Tablets
3033,Clomid 50mg Tablets
3034,Aclotas 100mg (10 Doses) Tablets
3035,Cetirizine (Bristol) 10mg Tablets
3036,Dilatrend 25mg Tablets
3037,ORS (Dannex) Sachets
3038,Klinda 300mg Capsules
3039,valupak folic acid 400mcg (30 doses)
3040,Lubriderm (3 Set) Lotion
3041,DAYQUIL/NYQUIL COLD & FLU 48'S
3042,Excedrin Extra Strength Gel Tablets
3043,NUROFEN(MIGRAINE PAIN) 342MG
3044,ibucap (20 doses) capsule
3045,Terbinafine (Sovereign) 15g Cream
3046,SD Malaria Test Kit
3047,Cyclophosphamide (Cyphos) 500mg IV
3048,Triplixam 5mg/1.25mg/10mg Tablets
3049,Prozac 20mg Capsules
3050,Ceelin Plus 250ml Syrup
3051,Indomethacin 25mg Capsule
3052,Roxidol Tablets
3053,Brilinta 90mg Tablets
3054,Gacet 250mg Suppositories
3055,Metagyl 200mg Tablets
3056,AMITRIPTYLINE 50MG
3057,Mycota Cream
3058,Tetracycline (Troge) 1% Eye Ointment
3059,Polygnax (12 Doses) Pessaries
3060,TINATETT 230 HERBAL CAPS
3061,Confido (60 Doses) Capsules
3062,Betoptic 0.5% 5ml Eye Drop
3063,CETIRIZINE 10MG TAB UK
3064,Day Nurse Capsules
3065,CAPSITOP GEL 30G
3066,AMLODIPINE 10MG (EXETER)
3067,METFORMIN-DENK 500MG
3068,Onetouch Ultra Test Strips
3069,Uperio 100mg Tablets
3070,CANDESARTAN 8MG
3071,KM Derm 30g Cream
3072,Aziglobe -500 (3 doses)
3073,Covonia Lozenges 30g
3074,H/LIFE VIT E 400 IU CAPS
3075,Deep Heat Rub 100g
3076,Danprazole(omeprazole) 40mg Injection
3077,Doxycycline (letap) 100mg capsules
3078,Ciloxan 0.3% 5ml Eye Drop
3079,Zinvite 200ml Syrup
3080,VALUPAK VITAMIN C 80MG 60'S
3081,Gana Balm 20g
3082,Eskagyl 200mg Tablets
3083,Amlodipine (Teva) 10mg Tablets
3084,Tritace 5mg Tablets
3085,Hepatitis C Virus Diag.(Sansure) kit
3086,Sedimol 50mg/500mg (10 Doses) Tablets
3087,KIDIVITE 125ML
3088,Mist Potassium Cit (Phersons) 200ml
3089,Metronidazole (G.R ) 200mg Tab
3090,Amaryl-M 5mg/500mg Tablets
3091,Night Nurse Syrup
3092,Old Spice Pure Spot Stick
3093,Cervical Collar (Foam) Large
3094,Genecure 442 Capsules
3095,B-Clar 500 (Clarithromycin) Tablet
3096,Zinnat 125mg/5ml 50ml Suspension
3097,Caduet 5mg/10mg Tablets
3098,DEEP REEZE SPRAY
3099,Arthrotec 50mg Tablets
3100,loratadine (Teva) 10mg Tablets
3101,Daktarin Oral Gel
3102,V-Firm Vaginal Tightening 30g Cream
3103,Redbird Aria PSA Test Kit
3104,Itraconazole (Teva) 100mg Capsules
3105,Phlebodia 600mg Tablets
3106,Sildenafil (Exeter) 50mg Tablets
3107,zymax 500mg tablet
3108,Prostat 60 (10 Doses) Capsules
3109,Pearl Drops Smokers Mouthwash 400ml
3110,Sebamed Baby Sun Lotion SPF 50+ 200ml
3111,Pregnancy Test Kit (Healgen)
3112,MOLFIX GIANT MAXI SZ4 7-14KG 80'S
3113,Amiclox 250mg/5ml 100ml Suspension
3114,Drez-V Gel 30g
3115,Lisinopril (Milpharml) 5mg Tablet
3116,Arziglobin Plus 200ml Syrup
3117,Para-Denk 250mg Suppositories
3118,BENYLIN 4 FLU SYR
3119,Lemsip Cold and Flu Sachet
3120,Clarit (Clarithromycin) 500mg Tab
3121,Sildenafil 50mg Tablets
3122,Dettol Soap 110g
3123,ABC Children Cough 100ml Syrup
3124,Rubbing Alcohol (Kofikrom) 250ml
3125,Novamol 1g Suppositories
3126,CHLORPHENIRAMINE TABS (15 DOSES)
3127,Diagellates 125ml Elixir
3128,Adutwumwaa Bitters
3129,Bedimox 457/5ml Suspension
3130,MIGHTY POWER SYR 500ML
3131,Alvite (30 Doses) Capsules
3132,Candid B Cream 15g
3133,Hand Sanitizer (Mpharma) 500ml
3134,E-Panol 120mg/5ml Syrup
3135,Efferdent Denture Cleanser 20's
3136,Hepatitis C Virus(HCV) (GenBody) RDT
3137,Might Power L/S
3138,Acne Wipes (PR & Winning & CO)
3139,Anusol Suppositories
3140,Diazepam (ECL) 10mg Tablets
3141,OLBAS OIL 10ML
3142,COLGATE TOTAL (GUM HEALTH) MOUTH WASH 50
3143,Tres Orix Forte 100ml Syrup
3144,Casodex 150mg Tablets
3145,Candesan 16mg Tablets
3146,Lipitor 40mg Tablets
3147,Metoclopramide (Ciron) 10mg Tablet
3148,Stopkof Child 100ml Syrup
3149,Leena 200ml Syrup
3150,Diflucan 150mg Capsule
3151,ABC Chlorpheniramine 100ml Syrup
3152,Tres Orix Forte 250ml Syrup
3153,Araba Ba Zhen Tablets
3154,Tums Antacid Tablets
3155,GV Fluc 50mg/5ml Suspension
3156,Prowoman (30 Doses) Capsules
3157,Atacand Plus 16mg/12.5mg Tablets
3158,Bendroflumethiazide(Accord)2.5mg Tab
3159,Yasmin 0.03mg/3mg (28 Doses) Tablets
3160,Hepatitis C Virus(HCV)(Geneproof)RDT
3161,blood bank refrigerator (biobase)
3162,Digoxin (Accord) 250mcg Tablets
3163,Infa-V Ointment
3164,"Zinc Oxide Plaster 1"""
3165,Zedex 100ml Syrup
3166,Rocephin 250mg IM Injection
3167,Sweetex (600 Doses) Tablets
3168,Roberts Glycerine 90ml
3169,Panacin (10 Doses) Tablets
3170,Trox (Ceftriaxone) 1000mg injection
3171,NIGHT TIME COLD AND FLU SYRUP 118ML(ORIG
3172,HIV -1 (Geneproof) RT-PCR kit
3173,Tamin 10mg/ml 100ml Infusion
3174,15 HPV diagnostic test kits
3175,Cotton Wool 50g
3176,Dragon (Warming) Jelly 50ml
3177,Strepsils Strawberry Lozenges
3178,Danrub Ointment
3179,Ammens Medicated Powder 311g
3180,Eskabrium 10mg Capsules
3181,Aziron 500mg Tablets
3182,Covonia Catarrh Relief 100ml Syrup
3183,Olbas Oil for Adults 28ml
3184,Olfen Gel 20g
3185,Olay Ultra Moisture Body Wash 700ml
3186,Sinemet 25mg/250mg Tablets
3187,Micardis 80mg Tablets
3188,SARS-CoV-2 RDT (GICA)
3189,Sample Swabs (Sansure)
3190,SIGNATURE CARE SUGAR FREE MENTHOL COUGH
3191,Benylin Infant Cough 125ml Syrup
3192,Blucin 1% 30g Gel
3193,Glycerol (TLCM) 4g Suppository
3194,Nucleo CMP Forte Capsules
3195,Gebedol Xtra (10 Doses) Tablets
3196,VIT C 500MG
3197,PAMPERS BABY NAPPY PANTS SIZE 6 (42 PIEC
3198,Zithromax 250mg Capsules
3199,Funbact-A Cream 30g
3200,Yopoo Hand Sanitizer 25L
3201,Ephedrine(Omer) 0.1% 10ml Nasal Drop
3202,Co-Approvel 150mg/12.5mg Tablets
3203,Ciprolex 500mg Tablets
3204,Fluxacin 125mg/5ml 100ml Suspension
3205,BENYLIN WET COUGH MUCUS RELIEF (MENTHOL)
3206,Kofof Child Cough Suppressant Syrup
3207,Tamsulosin (Teva) 400mcg Tablets
3208,Relcer Gel Suspension
3209,HS-CRP Control (Maccura)
3210,Tenox 5mg Tablets
3211,Ventolin 2mg/5ml 100ml Syrup
3212,Diane-35 Tablets
3213,Celecoxib (Vega) 200mg Capsules
3214,Zincolac B Capsules
3215,Amciclox (10 Doses) 250mg
3216,Dalivit 25ml Drops
3217,Hytrin 5mg Tablets
3218,Nasal Spray (Dr.Sheffield's) 30ml
3219,PREGNACARE 19 VIT (90 DOSES)
3220,Tobrex Eye Ointment 3.5g
3221,Silver sulfa. (exeter) 50g cream
3222,Diphex Expectorant Syrup
3223,GLIMEPERIDE (EXETER) 4MG
3224,Vitane Drops
3225,Benylin Original Cough Syrup
3226,Pred Forte 10mg/ml Eye Drop
3227,Camel Antiseptic Lemon 250ml
3228,Aerius 5mg Tablets
3229,Pinkoo Gripe Water
3230,Dove Deodorant Spray 150ml
3231,Phytobooster (10 Doses) Tablets
3232,Pevisone Cream
3233,Sebamed Sun Lotion SPF 30 150ml
3234,Amoxicillin (GR-Mox) 500mg Capsules
3235,Dihydrocodeine (Teva) 30mg Tablets
3236,Prostat 60 (30 Doses) Capsules
3237,CEELIN PLUS CHEWABLE TABLETS (100 TABS)
3238,Benylin Chesty Cough 150ml Syrup
3239,ALEVE CAPLETS 50'S(NAPROXEN 220MG)
3240,Diazepam (Verve) 5mg/5ml Injection
3241,Ceelin Plus 30ml Drops
3242,ASPIRIN DISPERSIBLE(ASPAR) 75MG
3243,Zinforo 600mg Infusion
3244,Quo Lab A1C Analyzer
3245,Calcium Active Denk 500mg Tablets
3246,Penicillin (Mim Pharma) Ointment 20g
3247,Hilderm-CH Cream
3248,Avelox 400mg Tablets
3249,Simvastatin (Almus) 10mg Tablets
3250,Fluco-Denk 150mg Capsules
3251,Efferv. Vit.C +Zinc(Fizz)(20 Doses)
3252,HCV Real Time RT-PCR Kits
3253,Tobcee(Vit.C & Gluc) (12 doses) Tab.
3254,pa-kum (20 doses) capsule
3255,Micardis 40mg Tablets
3256,Dove Body & Face Wash 250ml
3257,Strepsils Orange/Vitamin C Lozenges
3258,FOLIC ACID TAB 10'S
3259,Septilin 100ml Syrup
3260,Arthrotec 75mg Tablets
3261,Diphex Cough Syrup
3262,Retin-A 0.05% Gel
3263,Betasol 0.05% 30g Cream
3264,Losartan (Teva) 50mg Tablet
3265,Diphex Junior 100ml Syrup
3266,PEPTO BISMOL ORIGINAL 118ML
3267,Man-Up (60 doses) Capsules
3268,Sirdalud 2mg Tablets
3269,Kofol Syrup
3270,RIGHT GUARD DEO STICK SPORT COOL 73.7G
3271,Res-Q Suspension
3272,Carvedilol (Teva) 25mg Tablets
3273,Finasteride(Dr. Reddy's) 5mg Tablet
3274,Kofof Child Expectorant Syrup
3275,Andaran 300mg Tablets
3276,Bell's Children's Cough 100ml Syrup
3277,Sample Release Reagent (24's)
3278,Sudocrem Cream 250g
3279,RHINATHIOL/PROMETHAZINE 125ML
3280,Ekuro Bewu Cream
3281,Epiderm 15g Cream
3282,Amitriptyline (Strides) 25mg Tablets
3283,O'YES FEMININE WASH 200ML
3284,PARACETAMOL 500MG M&A
3285,Bisoprolol (Teva) 2.5mg Tablet
3286,TADALAFIL TAB 10MG UK
3287,Wellman 70+ (30 Doses) Tablets
3288,Naklofen 50mg Tablets
3289,Natrixam 1.5mg/10mg Tablets
3290,Olay Bar Moisture Bar Soap 106g
3291,Sebamed Baby Sun Spray SPF 50 75ml
3292,Amoksiklav 600mg IV
3293,Azilex 200mg/5ml 15ml Suspension
3294,Histacet 5mg/5ml 60ml
3295,Actrapid 100IU/10ml Vial
3296,Reagent Strips
3297,Ringers Lactate (Axa) Inf. 500ml
3298,Xatral 10mg Tablets
3299,Warfarin (Teva) 3mg Tablets
3300,Vielung Eco Pack (Flowery) 250g
3301,Gofex 400mg (10 Doses) Capsules
3302,Painoff (4 Doses) Tablets
3303,Neuropat Plus (30 Doses) Capsules
3304,Luther (Artemether 80mg/2ml) Injec.
3305,Ritalin LA 20mg Tablets
3306,fybogel orange sachets
3307,wellwoman max (84 doses) tablet
3308,L'Oreal Men Deo Spray 250ml
3309,Joy Soap
3310,Naprosyn-EC 500mg Tablets
3311,Sporanox 100mg Capsules
3312,CANDID V3 200MG
3313,PARACETAMOL SYRUP 100ML
3314,Krislow Q 100mg Capsules
3315,Diclolex 50mg (10 Doses) Tablets
3316,NEBIVOLOL 5MG
3317,Maalox Plus 180ml Suspension
3318,Betatop (Carvedilol) 25mg Tablet
3319,Exapril 5mg Tablets
3320,Mag.Trisilicate(Phersons) 200ml
3321,Artenate-60(Artesunate) 60mg IV/IM
3322,Polytar Scalp Shampoo 150ml
3323,VIT BCO STRONG
3324,SEBA MED MOISTURIZING BODY LOTION 200ML
3325,Intavita 30 (Doses) Capsules
3326,Timolex (Timolol) 0.5% drop 10ml
3327,Rocephin 500mg IM Injection
3328,Chocho Soap
3329,Mayfer 200ml Syrup
3330,Minavex Multivitamin 200ml Syrup
3331,Valderma Antibacterial Soap
3332,Talgentis (Centurion) 20mg Tablets
3333,Boric Acid 1% Ear Drops
3334,Furosemide (Almus) 40mg Tablets
3335,Stagyl 1g tablet
3336,GRISON SUSP 100ML
3337,PARACETAMOL (AYRTON) SYR 100ML
3338,Vesicare 10mg Tablets
3339,Bisoprolol (Sandoz) 10mg Tablet
3340,Vitaverz Vitamins 100ml Syrup
3341,Amoksiklav 457mg/5ml Suspension
3342,Ramizid 5mg Tablets
3343,Nurofen 200mg (12 Doses) Capsules
3344,Parlodel 2.5mg Tablets
3345,Bimox 228.5mg/5ml Suspension
3346,Flarex 0.1% 5ml Eye Drops
3347,Ciprinol 200mg/100ml IV Infusion
3348,Tixylix Toddler 100ml Syrup
3349,Jergens Lotion 621ml
3350,Hand Sanitizer (Kinel) 120ml
3351,B-Clar 250(Clarithromycin) tablet
3352,Easylife Sweetner (300's)
3353,Zycard 16mg Tablets
3354,GERICARE
3355,OXYTETRACYCLINE 250MG UK TAB
3356,Boafo Ointment
3357,Betatop (Carvedilol) 12.5mg Tablet
3358,INOZITH 250MG
3359,Ketazol 2% 100ml Shampoo
3360,Mucus Relief DM (10 Doses) Tablets
3361,Levon-2 0.75mg (2 Doses) Tablets
3362,Pinek 30mg Tablets
3363,Listerine (Cool Mint) 250ml Mouthwash
3364,MAALOX TABS
3365,LG Diclo Gel 30g
3366,Zudrex (20 Doses) Tablets
3367,Dalacin-C 300mg/ml IV/IM
3368,BX Multivitamin 100ml Syrup
3369,Prenatal+DHA Denk (30 Doses) Tablets
3370,Benylin daytime flu tablet
3371,biohazard bags (large)
3372,Leopard Balm 30g
3373,Domi-10 Suppository
3374,Deep Heat Spray 150ml
3375,Exaflox 250mg/5ml Suspension
3376,Johnsons Baby Powder 500g
3377,Mixtard Flexpen
3378,Arziglobin 200ml Syrup
3379,Rapinol 500mg/30mg (4 Doses) Tablets
3380,Fidelity Hand Sanitizer 500ml
3381,Magnes Active (30 Doses) Denk
3382,Cough Drops Honey Lemon (35 Doses)
3383,L-ACTIVE DENK
3384,Vielung Acrylic (Green Tea) 100g
3385,50uL PCR Tube
3386,Big Ben (10 Doses) Capsules
3387,Cyklokapron 500mg Tablets
3388,Penicillin V (Letap) 250mg Tablets
3389,Topamax 25mg Tablets
3390,Syringe/Needle 5ml
3391,Epirubicin (Sandoz) 2mg/ml IV
3392,Healthilife Vit.C +Zinc Lozenges
3393,SALBUTAMOL 4MG TAB ECL
3394,Zeman (30 Doses) Capsules
3395,Optrex Sore Eye Drop
3396,Cataflam 50mg Tablets
3397,Galvus Met 50mg/850mg tablet
3398,Stud 100 Spray
3399,Gardasil 9 (HPV) 0.5ml Vaccine
3400,Bayer Aspirin 81mg (32 Doses) Tablets
3401,Carvedi-Denk 6.25mg Tablets
3402,Haemoglobin (M&G) Syrup
3403,Prednisolone (Accord) 5mg Tablet
3404,Socogyl Plus Syrup
3405,Dawn of Life Blood Tonic 200ml
3406,Sildenafil (Teva) 50mg Tablets
3407,Keppra 500mg Tablets
3408,Viscof 100ml Syrup
3409,Klovinal (6 Doses) Pessary
3410,Panadol Children 240mg/5ml 100ml
3411,Major Nasal Drops
3412,Bevac Hep-B Vaccine
3413,Travatan 0.004% 2.5ml Eye Drop
3414,Amen Olive Oil 40ml
3415,Vicks Vapor Rub 50g
3416,Bendroflumethiazide(Bristol) 2.5mg
3417,ACTIFED MULTI-ACTION DRY COUGH SYR 100ML
3418,Plendil 10mg Tablets
3419,HEALTHAID SLIM-RITE TABS
3420,Advil PM 200mg/25mg Caplets
3421,Master Plast Heat Rub 70g
3422,Plavix 75mg Tablets
3423,Lumigan 0.03% 3ml Eye Drop
3424,Liv 52 100ml Syrup
3425,Ciprodenk 500mg Tablets
3426,oilatum junior 150g cream
3427,Sebamed Baby Shampoo 250ml
3428,Bisoprolol (Teva) 1.25mg Tablets
3429,indomethacin (ecl) 25mg capsule
3430,Sensodyne Daily Care Toothpaste 75ml
3431,Permoxyl 125mg/5ml 100ml Suspension
3432,Congestyl 60ml Syrup
3433,Dicnac-100(Diclofenac) Supp.
3434,Pulmocef 250mg Tablets
3435,VIT B COMPLEX (BASIC NUTRITION) CAPS
3436,Maxidex 0.1% 5ml Eye Drop
3437,Metoclopramide(lavina) 10mg Tab
3438,Vielung Eco Pack (Original) 250g
3439,Ashton & Parsons Teething Gel 10ml
3440,METRONIDAZOLE 200MG TABS
3441,Pampers Baby Dry Size 4 (120 Pieces)
3442,EPANOL SYRUP 125ML
3443,Durex Pleasure Condom (12 pieces)
3444,Metrokin 200mg Tablets
3445,Epanutin 100mg Capsules
3446,Co-Aprovel 300mg/12.5mg Tablets
3447,Medi soft mosquito repellent 100ml
3448,Terbinafine (Sovereign) 30g Cream
3449,Magacid Fast Melt Antacid Powder
3450,CENTRUM MULTIGUMMIES MEN 70'S
3451,Xarelto 20mg Tablets
3452,PROPRANOLOL 40MG
3453,L montus 5mg/10mg Tablets
3454,Nizoral Cream 15g
3455,Diazepam (ECL) 5mg Tablets
3456,Mini Vortex Mixer (Fisher)
3457,Gudapet (30 Doses) Tablets
3458,Rhinathiol Infant 2% 125ml Syrup
3459,Veno's Dry Cough 100ml Syrup
3460,Kofof Family Chesty Cough 150ml Syrup
3461,Nasopharyngeal Swab (Jianyou)
3462,Lexofen Plus (20 Doses) Tablets
3463,Dragon (Natural) Jelly 50ml
3464,Pantoprazole (Teva) 40mg Tablets
3465,kefen (10 doses) tablet
3466,TYLENOL EXTRA STRENGTH 100'S
3467,Corbis 10mg Tablets
3468,H/AID VIT E 200 IU CAPS
3469,Salicylic Acid (Dannex) Ointment
