,Region Keywords,Regions,Locations,locs
1843,As,Ashanti,Odaho,"Odaho, Ashanti"
1844,GA,Greater Accra,Odaw,"Odaw, Greater Accra"
1845,Ot,Oti,Odomi,"Odomi, Oti"
1846,As,Ashanti,Odumase,"Odumase, Ashanti"
1847,Bo,Bono,Odumase,"Odumase, Bono"
1848,Ce,Central,Odumase,"Odumase, Central"
1849,We,Western,Odumase,"Odumase, Western"
1850,Ot,Oti,Odumase Adele,"Odumase Adele, Oti"
1851,As,Ashanti,Odumasi,"Odumasi, Ashanti"
1852,Ea,Eastern,Odumasua,"Odumasua, Eastern"
1853,GA,Greater Accra,Odumse,"Odumse, Greater Accra"
1854,Ce,Central,Oduponkpehe,"Oduponkpehe, Central"
1855,GA,Greater Accra,Ofankor,"Ofankor, Greater Accra"
1856,As,Ashanti,Offe,"Offe, Ashanti"
1857,As,Ashanti,Offinso,"Offinso, Ashanti"
1858,As,Ashanti,Ofoase,"Ofoase, Ashanti"
1859,Ea,Eastern,Ofoase,"Ofoase, Eastern"
1860,As,Ashanti,Ofoase Kokoben,"Ofoase Kokoben, Ashanti"
1861,Ea,Eastern,Ofoasekuma,"Ofoasekuma, Eastern"
1862,As,Ashanti,Oforikrom,"Oforikrom, Ashanti"
1863,Bo,Bono,Oforikrom,"Oforikrom, Bono"
1864,Ea,Eastern,Oframase,"Oframase, Eastern"
1865,Ce,Central,Oguaa,"Oguaa, Central"
1866,Ce,Central,Oguakuma,"Oguakuma, Central"
1867,Ce,Central,Ogyanhyewano,"Ogyanhyewano, Central"
1868,We,Western,Ohiamadwen,"Ohiamadwen, Western"
1869,WN,Western North,Ohiayeanisa,"Ohiayeanisa, Western North"
1870,Ot,Oti,Okadjakrom,"Okadjakrom, Oti"
1871,Bo,Bono,Okirakrom,"Okirakrom, Bono"
1872,Ot,Oti,Okomfukrom,"Okomfukrom, Oti"
1873,Ea,Eastern,Okorase,"Okorase, Eastern"
1874,GA,Greater Accra,Okorhuem,"Okorhuem, Greater Accra"
1875,Ea,Eastern,Okra Adjei Nos.1&2,"Okra Adjei Nos.1&2, Eastern"
1876,Ah,Ahafo,Okrakrom,"Okrakrom, Ahafo"
1877,Ea,Eastern,Okurase,"Okurase, Eastern"
1878,Ea,Eastern,Okwenya,"Okwenya, Eastern"
1879,Ot,Oti,Old Ayoma,"Old Ayoma, Oti"
1880,Bo,Bono,Old Drobo,"Old Drobo, Bono"
1881,Sa,Savannah,Old Makango,"Old Makango, Savannah"
1882,GA,Greater Accra,Old Ningo,"Old Ningo, Greater Accra"
1883,As,Ashanti,Old Tafo,"Old Tafo, Ashanti"
1884,Ce,Central,Ongwa,"Ongwa, Central"
1885,Ea,Eastern,Onuku,"Onuku, Eastern"
1886,Ce,Central,Onyadze,"Onyadze, Central"
1887,GA,Greater Accra,Onyansana,"Onyansana, Greater Accra"
1888,Ea,Eastern,Onyemso,"Onyemso, Eastern"
1889,As,Ashanti,Onyimso,"Onyimso, Ashanti"
1890,Ea,Eastern,Onyimso,"Onyimso, Eastern"
1891,Ea,Eastern,Oparekrom,"Oparekrom, Eastern"
1892,Ea,Eastern,Opersika,"Opersika, Eastern"
1893,We,Western,Opon Valley,"Opon Valley, Western"
1894,We,Western,Oponsokese,"Oponsokese, Western"
1895,WN,Western North,Oseikojokrom,"Oseikojokrom, Western North"
1896,Ea,Eastern,Osenase,"Osenase, Eastern"
1897,GA,Greater Accra,Oshiyie,"Oshiyie, Greater Accra"
1898,Ea,Eastern,Osino,"Osino, Eastern"
1899,Ea,Eastern,Osorase,"Osorase, Eastern"
1900,GA,Greater Accra,Osu,"Osu, Greater Accra"
1901,GA,Greater Accra,Osudoku,"Osudoku, Greater Accra"
1902,GA,Greater Accra,Osuwem,"Osuwem, Greater Accra"
1903,No,Northern,Oti River,"Oti River, Northern"
1904,GA,Greater Accra,Otinibi,"Otinibi, Greater Accra"
1905,Ot,Oti,Otiso,"Otiso, Oti"
1906,As,Ashanti,Owabi,"Owabi, Ashanti"
1907,As,Ashanti,Owuokrom,"Owuokrom, Ashanti"
1908,As,Ashanti,Owusukrom,"Owusukrom, Ashanti"
1909,GA,Greater Accra,Oyarifa,"Oyarifa, Greater Accra"
1910,As,Ashanti,Oyoko,"Oyoko, Ashanti"
1911,Ea,Eastern,Oyoko,"Oyoko, Eastern"
1912,Ea,Eastern,Pabi,"Pabi, Eastern"
1913,UE,Upper East,Paga,"Paga, Upper East"
1914,UE,Upper East,Paga Buru,"Paga Buru, Upper East"
1915,Ea,Eastern,Pakro,"Pakro, Eastern"
1916,BE,Bono East,Paninamisa,"Paninamisa, Bono East"
1917,Ea,Eastern,Pano,"Pano, Eastern"
1918,GA,Greater Accra,Pantang,"Pantang, Greater Accra"
1919,GA,Greater Accra,Papao,"Papao, Greater Accra"
1920,GA,Greater Accra,Papase,"Papase, Greater Accra"
1921,As,Ashanti,Parkoso,"Parkoso, Ashanti"
1922,As,Ashanti,Patakro,"Patakro, Ashanti"
1923,WN,Western North,Patakro,"Patakro, Western North"
1924,As,Ashanti,Patase,"Patase, Ashanti"
1925,Ot,Oti,Pawa,"Pawa, Oti"
1926,Ea,Eastern,Peduase,"Peduase, Eastern"
1927,Vo,Volta,Peki Avetile,"Peki Avetile, Volta"
1928,Vo,Volta,Peki Wudome,"Peki Wudome, Volta"
1929,As,Ashanti,Penteng,"Penteng, Ashanti"
1930,Vo,Volta,Penyi,"Penyi, Volta"
1931,Ea,Eastern,Pepease,"Pepease, Eastern"
1932,We,Western,Pepesa,"Pepesa, Western"
1933,We,Western,Peterkrom,"Peterkrom, Western"
1934,As,Ashanti,Piase,"Piase, Ashanti"
1935,UW,Upper West,Piiri,"Piiri, Upper West"
1936,UW,Upper West,Pina,"Pina, Upper West"
1937,Ce,Central,Pinanko,"Pinanko, Central"
1938,UW,Upper West,Ping,"Ping, Upper West"
1939,As,Ashanti,Pipiiso,"Pipiiso, Ashanti"
1940,GA,Greater Accra,Pokuase,"Pokuase, Greater Accra"
1941,As,Ashanti,Pokukrom,"Pokukrom, Ashanti"
1942,As,Ashanti,Pomposo,"Pomposo, Ashanti"
1943,Ea,Eastern,Potroase,"Potroase, Eastern"
1944,Ce,Central,Potsin,"Potsin, Central"
1945,As,Ashanti,Pra River,"Pra River, Ashanti"
1946,As,Ashanti,Praaso,"Praaso, Ashanti"
1947,Ea,Eastern,Pramkese,"Pramkese, Eastern"
1948,Ea,Eastern,Pramkuma,"Pramkuma, Eastern"
1949,GA,Greater Accra,Prampram,"Prampram, Greater Accra"
1950,BE,Bono East,Prang,"Prang, Bono East"
1951,Ea,Eastern,Prasokuma,"Prasokuma, Eastern"
1952,We,Western,Prestea,"Prestea, Western"
1953,BE,Bono East,Pruso,"Pruso, Bono East"
1954,UW,Upper West,Pulima,"Pulima, Upper West"
1955,UE,Upper East,Pulimakom,"Pulimakom, Upper East"
1956,BE,Bono East,Pumpuano,"Pumpuano, Bono East"
1957,BE,Bono East,Pumpumtifi,"Pumpumtifi, Bono East"
1958,UE,Upper East,Pungu,"Pungu, Upper East"
1959,UE,Upper East,Pusiga,"Pusiga, Upper East"
1960,No,Northern,Pusuga,"Pusuga, Northern"
1961,UE,Upper East,Pwalugu,"Pwalugu, Upper East"
1962,Ce,Central,Queen Anne's Point,"Queen Anne's Point, Central"
1963,UW,Upper West,Rus,"Rus, Upper West"
1964,As,Ashanti,Saabuso,"Saabuso, Ashanti"
1965,No,Northern,Saboba,"Saboba, Northern"
1966,BE,Bono East,Sabogira,"Sabogira, Bono East"
1967,No,Northern,Sabon Gida,"Sabon Gida, Northern"
1968,Sa,Savannah,Sabongida,"Sabongida, Savannah"
1969,No,Northern,Sabonjida,"Sabonjida, Northern"
1970,As,Ashanti,Sabonline,"Sabonline, Ashanti"
1971,As,Ashanti,Sabronum,"Sabronum, Ashanti"
1972,BE,Bono East,Sabule,"Sabule, Bono East"
1973,No,Northern,Sagnarigu,"Sagnarigu, Northern"
1974,No,Northern,Sakasaka,"Sakasaka, Northern"
1975,UE,Upper East,Sakote,"Sakote, Upper East"
1976,GA,Greater Accra,Sakumono,"Sakumono, Greater Accra"
1977,Ea,Eastern,Sakyikrom,"Sakyikrom, Eastern"
1978,Sa,Savannah,Salaga,"Salaga, Savannah"
1979,Ot,Oti,Salifukrom,"Salifukrom, Oti"
1980,No,Northern,Salnayili,"Salnayili, Northern"
1981,Ce,Central,Saltpond,"Saltpond, Central"
1982,Bo,Bono,Sampa,"Sampa, Bono"
1983,We,Western,Samreboi,"Samreboi, Western"
1984,GA,Greater Accra,Samsam,"Samsam, Greater Accra"
1985,UE,Upper East,Sandema,"Sandema, Upper East"
1986,No,Northern,Sang,"Sang, Northern"
1987,No,Northern,Sanguli,"Sanguli, Northern"
1988,No,Northern,Sanguli (Saboba),"Sanguli (Saboba), Northern"
1989,Sa,Savannah,Sangyeri,"Sangyeri, Savannah"
1990,UW,Upper West,Sankana,"Sankana, Upper West"
1991,Ce,Central,Sankor,"Sankor, Central"
1992,UE,Upper East,Santeng,"Santeng, Upper East"
1993,GA,Greater Accra,Santeo,"Santeo, Greater Accra"
1994,UW,Upper West,Santijan,"Santijan, Upper West"
1995,Ot,Oti,Santrokofi Gbodome,"Santrokofi Gbodome, Oti"
1996,BE,Bono East,Sanwakyi,"Sanwakyi, Bono East"
1997,We,Western,Sanwoma,"Sanwoma, Western"
1998,UE,Upper East,Sapeliga,"Sapeliga, Upper East"
1999,Ea,Eastern,Sapor,"Sapor, Eastern"
2000,As,Ashanti,Sasebonso,"Sasebonso, Ashanti"
2001,As,Ashanti,Sataso,"Sataso, Ashanti"
2002,No,Northern,Savelugu,"Savelugu, Northern"
2003,Vo,Volta,Saviefe Agorkpo,"Saviefe Agorkpo, Volta"
2004,Vo,Volta,Saviefe Gbogame,"Saviefe Gbogame, Volta"
2005,Sa,Savannah,Sawla,"Sawla, Savannah"
2006,UW,Upper West,Sawobe,"Sawobe, Upper West"
2007,WN,Western North,Sayerano,"Sayerano, Western North"
2008,WN,Western North,Sayeraso,"Sayeraso, Western North"
2009,WN,Western North,Sefwi Bekwai,"Sefwi Bekwai, Western North"
2010,GA,Greater Accra,Sege,"Sege, Greater Accra"
2011,GA,Greater Accra,Sege Donya,"Sege Donya, Greater Accra"
2012,Bo,Bono,Seikwa,"Seikwa, Bono"
2013,Bo,Bono,Seketia,"Seketia, Bono"
2014,We,Western,SEKONDI-TAKORADI,"SEKONDI-TAKORADI, Western"
2015,As,Ashanti,Sekyedumase,"Sekyedumase, Ashanti"
2016,NE,North East,Selinvoya,"Selinvoya, North East"
2017,Ea,Eastern,Senchi,"Senchi, Eastern"
2018,BE,Bono East,Seneso,"Seneso, Bono East"
2019,As,Ashanti,Seniagya,"Seniagya, Ashanti"
2020,Bo,Bono,Senikrom,"Senikrom, Bono"
2021,NE,North East,Senta,"Senta, North East"
2022,Sa,Savannah,Seripe,"Seripe, Savannah"
2023,GA,Greater Accra,Sesemi,"Sesemi, Greater Accra"
2024,Ea,Eastern,Sesiamang,"Sesiamang, Eastern"
2025,Ce,Central,Seth Okai,"Seth Okai, Central"
2026,GA,Greater Accra,Shai Hills Station,"Shai Hills Station, Greater Accra"
2027,We,Western,Shama,"Shama, Western"
2028,UE,Upper East,Sherigu,"Sherigu, Upper East"
2029,UE,Upper East,Shia,"Shia, Upper East"
2030,Ot,Oti,Shiare,"Shiare, Oti"
2031,GA,Greater Accra,Shiashie,"Shiashie, Greater Accra"
2032,Ah,Ahafo,Sienchem,"Sienchem, Ahafo"
2033,Sa,Savannah,Signekura,"Signekura, Savannah"
2034,BE,Bono East,Sikaa,"Sikaa, Bono East"
2035,Ea,Eastern,Sikabeng,"Sikabeng, Eastern"
2036,Ah,Ahafo,Sikafrebogya,"Sikafrebogya, Ahafo"
2037,As,Ashanti,Sikaman,"Sikaman, Ashanti"
2038,We,Western,Sikaneasem,"Sikaneasem, Western"
2039,UW,Upper West,Silbelle,"Silbelle, Upper West"
2040,Sa,Savannah,Silimanchu,"Silimanchu, Savannah"
2041,We,Western,Simpa,"Simpa, Western"
2042,UE,Upper East,Siniensi,"Siniensi, Upper East"
2043,UE,Upper East,Sirigu,"Sirigu, Upper East"
2044,Sa,Savannah,Sisipe,"Sisipe, Savannah"
2045,Sa,Savannah,Soalepe,"Soalepe, Savannah"
2046,NE,North East,Soansobgi,"Soansobgi, North East"
2047,UW,Upper West,Sobayiri,"Sobayiri, Upper West"
2048,Ce,Central,Sobroso,"Sobroso, Central"
2049,UW,Upper West,Sogla,"Sogla, Upper West"
2050,As,Ashanti,Soko,"Soko, Ashanti"
2051,Vo,Volta,Sokode Bagble,"Sokode Bagble, Volta"
2052,Sa,Savannah,Soma,"Soma, Savannah"
2053,Ea,Eastern,Somanya,"Somanya, Eastern"
2054,Ea,Eastern,Somsei,"Somsei, Eastern"
2055,GA,Greater Accra,Songonya,"Songonya, Greater Accra"
2056,Vo,Volta,Sonume,"Sonume, Volta"
2057,Vo,Volta,Sonuto,"Sonuto, Volta"
2058,UW,Upper West,Sorbelle,"Sorbelle, Upper West"
2059,BE,Bono East,Soronuase,"Soronuase, Bono East"
2060,GA,Greater Accra,Sota,"Sota, Greater Accra"
2061,Vo,Volta,Sota,"Sota, Volta"
2062,Vo,Volta,Sovie,"Sovie, Volta"
2063,GA,Greater Accra,Sowotuom,"Sowotuom, Greater Accra"
2064,As,Ashanti,Sraneso No.1,"Sraneso No.1, Ashanti"
2065,BE,Bono East,Srapukrom,"Srapukrom, Bono East"
2066,Vo,Volta,Srogboe,"Srogboe, Volta"
2067,As,Ashanti,Suame,"Suame, Ashanti"
2068,GA,Greater Accra,Suapa,"Suapa, Greater Accra"
2069,BE,Bono East,Subingya,"Subingya, Bono East"
2070,Bo,Bono,Subinso No.1,"Subinso No.1, Bono"
2071,Bo,Bono,Subinso No.2,"Subinso No.2, Bono"
2072,We,Western,Subri,"Subri, Western"
2073,WN,Western North,Subri,"Subri, Western North"
2074,Ah,Ahafo,Subriso,"Subriso, Ahafo"
2075,We,Western,Suffer To Gain,"Suffer To Gain, Western"
2076,GA,Greater Accra,Sugbanyate,"Sugbanyate, Greater Accra"
2077,Ea,Eastern,Suhum,"Suhum, Eastern"
2078,Ea,Eastern,Suhyen,"Suhyen, Eastern"
2079,We,Western,Suhyenso,"Suhyenso, Western"
2080,WN,Western North,Sui,"Sui, Western North"
2081,WN,Western North,Suiano,"Suiano, Western North"
2082,Vo,Volta,Suipe (Akatsi),"Suipe (Akatsi), Volta"
2083,Vo,Volta,Suipe (Keta),"Suipe (Keta), Volta"
2084,As,Ashanti,Sukuumu,"Sukuumu, Ashanti"
2085,As,Ashanti,Sumiso,"Sumiso, Ashanti"
2086,NE,North East,Sumniboma No.1,"Sumniboma No.1, North East"
2087,NE,North East,Sumniboma No.2,"Sumniboma No.2, North East"
2088,Ce,Central,Sunkwaa,"Sunkwaa, Central"
2089,As,Ashanti,Suntreso,"Suntreso, Ashanti"
2090,Bo,Bono,SUNYANI,"SUNYANI, Bono"
2091,Ea,Eastern,Suponso,"Suponso, Eastern"
2092,Ce,Central,Suprudo,"Suprudo, Central"
2093,WN,Western North,Surano,"Surano, Western North"
2094,Ah,Ahafo,Susuanso,"Susuanso, Ahafo"
2095,As,Ashanti,Swedru,"Swedru, Ashanti"
2096,UW,Upper West,Taalipuo,"Taalipuo, Upper West"
2097,BE,Bono East,Tadieso,"Tadieso, Bono East"
2098,Ea,Eastern,Tadieso,"Tadieso, Eastern"
2099,Vo,Volta,Tadzewu,"Tadzewu, Volta"
2100,Vo,Volta,Tafi Abuife,"Tafi Abuife, Volta"
2101,Vo,Volta,Tafi Agome,"Tafi Agome, Volta"
2102,As,Ashanti,Tafo,"Tafo, Ashanti"
2103,Sa,Savannah,Tailorpe,"Tailorpe, Savannah"
2104,Sa,Savannah,Tainaboi,"Tainaboi, Savannah"
2105,Bo,Bono,Tainano,"Tainano, Bono"
2106,Bo,Bono,Tainso (Sunyani W.),"Tainso (Sunyani W.), Bono"
2107,Vo,Volta,Takla,"Takla, Volta"
2108,We,Western,Takoradi,"Takoradi, Western"
2109,As,Ashanti,Takorase,"Takorase, Ashanti"
2110,Ea,Eastern,Takorase,"Takorase, Eastern"
2111,No,Northern,"Takoraya,Tale","Takoraya,Tale, Northern"
2112,Ea,Eastern,Takrowase,"Takrowase, Eastern"
2113,Ea,Eastern,Takyiman,"Takyiman, Eastern"
2114,UW,Upper West,Talawona,"Talawona, Upper West"
2115,Sa,Savannah,Talkpa,"Talkpa, Savannah"
2116,No,Northern,TAMALE,"TAMALE, Northern"
2117,Sa,Savannah,Tamankala,"Tamankala, Savannah"
2118,UE,Upper East,Tambog,"Tambog, Upper East"
2119,UW,Upper West,Tampala,"Tampala, Upper West"
2120,No,Northern,Tampion,"Tampion, Northern"
2121,We,Western,Tamso,"Tamso, Western"
2122,UW,Upper West,Tanchara,"Tanchara, Upper West"
2123,UE,Upper East,Tandem,"Tandem, Upper East"
2124,BE,Bono East,Tanfiano,"Tanfiano, Bono East"
2125,BE,Bono East,Tanfiano No.2,"Tanfiano No.2, Bono East"
2126,No,Northern,Tanga,"Tanga, Northern"
2127,UE,Upper East,Tanga (Bawku),"Tanga (Bawku), Upper East"
2128,NE,North East,Tangbini,"Tangbini, North East"
2129,No,Northern,Tankpa,"Tankpa, Northern"
2130,As,Ashanti,Tano Odumasi,"Tano Odumasi, Ashanti"
2131,Ah,Ahafo,Tanoano,"Tanoano, Ahafo"
2132,BE,Bono East,Tanoboase,"Tanoboase, Bono East"
2133,As,Ashanti,Tanokwaem,"Tanokwaem, Ashanti"
2134,Ah,Ahafo,Tanoso,"Tanoso, Ahafo"
2135,BE,Bono East,Tanoso,"Tanoso, Bono East"
2136,We,Western,Tanoso,"Tanoso, Western"
2137,UW,Upper West,Tantuo,"Tantuo, Upper West"
2138,UW,Upper West,Tantuosi,"Tantuosi, Upper West"
2139,Ot,Oti,Tapa Abotoase,"Tapa Abotoase, Oti"
2140,Ot,Oti,Tapa Amanfrom,"Tapa Amanfrom, Oti"
2141,Ot,Oti,Tapa Amanya,"Tapa Amanya, Oti"
2142,Ot,Oti,Tapa Brewaniase,"Tapa Brewaniase, Oti"
2143,We,Western,Tarkwa,"Tarkwa, Western"
2144,We,Western,Tarkwa Breman,"Tarkwa Breman, Western"
2145,No,Northern,Tasundo No.1,"Tasundo No.1, Northern"
2146,No,Northern,Tatale,"Tatale, Northern"
2147,No,Northern,Tatindo,"Tatindo, Northern"
2148,Ea,Eastern,Teacher Mante,"Teacher Mante, Eastern"
2149,As,Ashanti,Teacherkrom,"Teacherkrom, Ashanti"
2150,Ea,Eastern,Tease,"Tease, Eastern"
2151,As,Ashanti,Tebeso No.1,"Tebeso No.1, Ashanti"
2152,As,Ashanti,Tebeso No.2,"Tebeso No.2, Ashanti"
2153,BE,Bono East,TECHIMAN,"TECHIMAN, Bono East"
2154,Ce,Central,Techiman,"Techiman, Central"
2155,Vo,Volta,Tefle,"Tefle, Volta"
2156,GA,Greater Accra,Tekpekope,"Tekpekope, Greater Accra"
2157,GA,Greater Accra,Tema,"Tema, Greater Accra"
2158,GA,Greater Accra,Tema Community 18,"Tema Community 18, Greater Accra"
2159,NE,North East,Temaa,"Temaa, North East"
2160,BE,Bono East,Temebabi,"Temebabi, Bono East"
2161,UE,Upper East,Tempane,"Tempane, Upper East"
2162,UE,Upper East,Tengzuk,"Tengzuk, Upper East"
2163,BE,Bono East,Tentare,"Tentare, Bono East"
2164,Ea,Eastern,Tenurase,"Tenurase, Eastern"
2165,As,Ashanti,Tepa,"Tepa, Ashanti"
2166,UE,Upper East,Terago,"Terago, Upper East"
2167,GA,Greater Accra,Tesa,"Tesa, Greater Accra"
2168,GA,Greater Accra,Tesano,"Tesano, Greater Accra"
2169,GA,Greater Accra,Teshie,"Teshie, Greater Accra"
2170,UE,Upper East,Teshie,"Teshie, Upper East"
2171,UE,Upper East,Tesung,"Tesung, Upper East"
2172,Ot,Oti,Teteman,"Teteman, Oti"
2173,As,Ashanti,Tetrem,"Tetrem, Ashanti"
2174,We,Western,Tetrem,"Tetrem, Western"
2175,NE,North East,Tianoba,"Tianoba, North East"
2176,NE,North East,Tichirigitaba,"Tichirigitaba, North East"
2177,UE,Upper East,Tiedema,"Tiedema, Upper East"
2178,We,Western,Tikobo No.1,"Tikobo No.1, Western"
2179,We,Western,Tikobo No.2,"Tikobo No.2, Western"
2180,UE,Upper East,Tilli,"Tilli, Upper East"
2181,NE,North East,Tinchangu,"Tinchangu, North East"
2182,No,Northern,Tindan,"Tindan, Northern"
2183,No,Northern,Tindang,"Tindang, Northern"
2184,UE,Upper East,Tindongo,"Tindongo, Upper East"
2185,NE,North East,Tinguri,"Tinguri, North East"
2186,Sa,Savannah,Tinkpanga,"Tinkpanga, Savannah"
2187,UW,Upper West,Tinniabe,"Tinniabe, Upper West"
2188,NE,North East,Tinsungu,"Tinsungu, North East"
2189,UE,Upper East,Tinsungu,"Tinsungu, Upper East"
2190,NE,North East,Tintariga,"Tintariga, North East"
2191,UW,Upper West,Tizza,"Tizza, Upper West"
2192,As,Ashanti,Toase,"Toase, Ashanti"
2193,Vo,Volta,Todome Kpalime,"Todome Kpalime, Volta"
2194,GA,Greater Accra,Togbloku,"Togbloku, Greater Accra"
2195,Vo,Volta,Toh Kpalime,"Toh Kpalime, Volta"
2196,UW,Upper West,Tokali,"Tokali, Upper West"
2197,Vo,Volta,Tokor,"Tokor, Volta"
2198,No,Northern,Tolon,"Tolon, Northern"
2199,UW,Upper West,Tomayiri,"Tomayiri, Upper West"
2200,No,Northern,Tonayili,"Tonayili, Northern"
2201,UE,Upper East,Tongo,"Tongo, Upper East"
2202,Vo,Volta,Tongo,"Tongo, Volta"
2203,As,Ashanti,Tontokrom,"Tontokrom, Ashanti"
2204,Ce,Central,Topiase,"Topiase, Central"
2205,WN,Western North,Topman,"Topman, Western North"
2206,Vo,Volta,Tordzinu,"Tordzinu, Volta"
2207,Ea,Eastern,Tortibo,"Tortibo, Eastern"
2208,Vo,Volta,Torve,"Torve, Volta"
2209,WN,Western North,Torya Sukuumu,"Torya Sukuumu, Western North"
2210,GA,Greater Accra,Totimekope,"Totimekope, Greater Accra"
2211,GA,Greater Accra,Totope,"Totope, Greater Accra"
2212,Ce,Central,Towboase,"Towboase, Central"
2213,Vo,Volta,Tregui,"Tregui, Volta"
2214,Bo,Bono,Tromeso,"Tromeso, Bono"
2215,Vo,Volta,Tsiame,"Tsiame, Volta"
2216,Vo,Volta,Tsito,"Tsito, Volta"
2217,GA,Greater Accra,Tsokomey,"Tsokomey, Greater Accra"
2218,We,Western,Tumentu,"Tumentu, Western"
2219,UW,Upper West,Tumu,"Tumu, Upper West"
2220,Sa,Savannah,Tuna,"Tuna, Savannah"
2221,NE,North East,Tunni,"Tunni, North East"
2222,Vo,Volta,Tunu,"Tunu, Volta"
2223,BE,Bono East,Tuobodom,"Tuobodom, Bono East"
2224,UW,Upper West,Tuopare,"Tuopare, Upper West"
2225,UW,Upper West,Tuori,"Tuori, Upper West"
2226,Ea,Eastern,Tutu,"Tutu, Eastern"
2227,As,Ashanti,Tutuka,"Tutuka, Ashanti"
2228,NE,North East,Tuzeaa,"Tuzeaa, North East"
2229,Ah,Ahafo,Twabidi No.1,"Twabidi No.1, Ahafo"
2230,Ah,Ahafo,Twabidi No.2,"Twabidi No.2, Ahafo"
2231,As,Ashanti,Tweapease,"Tweapease, Ashanti"
2232,Ea,Eastern,Twenedurase,"Twenedurase, Eastern"
2233,Ce,Central,Twifo Mampong,"Twifo Mampong, Central"
2234,Ce,Central,Twifo Praso,"Twifo Praso, Central"
2235,BE,Bono East,Twimia Nkwanta,"Twimia Nkwanta, Bono East"
2236,Bo,Bono,Twumkrom,"Twumkrom, Bono"
2237,As,Ashanti,Unya,"Unya, Ashanti"
2238,UE,Upper East,Uwasi,"Uwasi, Upper East"
2239,GA,Greater Accra,Vakpo,"Vakpo, Greater Accra"
2240,UW,Upper West,Vamboi,"Vamboi, Upper West"
2241,Vo,Volta,Vane,"Vane, Volta"
2242,UE,Upper East,Vare,"Vare, Upper East"
2243,Vo,Volta,Ve Agbome,"Ve Agbome, Volta"
2244,Vo,Volta,Ve Deme,"Ve Deme, Volta"
2245,Vo,Volta,Ve Koloenu,"Ve Koloenu, Volta"
2246,UE,Upper East,Vea,"Vea, Upper East"
2247,Vo,Volta,Viepe,"Viepe, Volta"
2248,UW,Upper West,Vinving,"Vinving, Upper West"
2249,Vo,Volta,Vume,"Vume, Volta"
2250,UW,Upper West,Wa Town,"Wa Town, Upper West"
2251,UW,Upper West,Wahabu,"Wahabu, Upper West"
2252,NE,North East,Walewale,"Walewale, North East"
2253,UW,Upper West,Wallembelle,"Wallembelle, Upper West"
2254,Bo,Bono,Wamanafo,"Wamanafo, Bono"
2255,As,Ashanti,Wamasi,"Wamasi, Ashanti"
2256,Bo,Bono,Wamfie,"Wamfie, Bono"
2257,No,Northern,Wasendaw,"Wasendaw, Northern"
2258,BE,Bono East,Waso,"Waso, Bono East"
2259,We,Western,Wassa Akropong,"Wassa Akropong, Western"
2260,We,Western,Wassa Bekwai,"Wassa Bekwai, Western"
2261,We,Western,Wassa Dompim,"Wassa Dompim, Western"
2262,We,Western,Wassa Nkran,"Wassa Nkran, Western"
2263,As,Ashanti,Watreso,"Watreso, Ashanti"
2264,As,Ashanti,Wawase,"Wawase, Ashanti"
2265,Ce,Central,Wawase,"Wawase, Central"
2266,Ot,Oti,Wawaso,"Wawaso, Oti"
2267,Vo,Volta,Waya,"Waya, Volta"
2268,Vo,Volta,Wayanu,"Wayanu, Volta"
2269,UW,Upper West,Wechiau,"Wechiau, Upper West"
2270,Vo,Volta,Wegbe Kpalime,"Wegbe Kpalime, Volta"
2271,GA,Greater Accra,Weija,"Weija, Greater Accra"
2272,Bo,Bono,Wenchi,"Wenchi, Bono"
2273,WN,Western North,Wenchi,"Wenchi, Western North"
2274,Bo,Bono,Wewa,"Wewa, Bono"
2275,Ea,Eastern,Whanabenya,"Whanabenya, Eastern"
2276,Vo,Volta,Wheta,"Wheta, Volta"
2277,We,Western,Whindo,"Whindo, Western"
2278,GA,Greater Accra,Wiaboman,"Wiaboman, Greater Accra"
2279,UE,Upper East,Wiaga,"Wiaga, Upper East"
2280,BE,Bono East,Wiase,"Wiase, Bono East"
2281,UE,Upper East,Widana,"Widana, Upper East"
2282,UE,Upper East,Widnaba,"Widnaba, Upper East"
2283,UE,Upper East,Wiesi,"Wiesi, Upper East"
2284,Ce,Central,Winneba,"Winneba, Central"
2285,Vo,Volta,Wli Afegame,"Wli Afegame, Volta"
2286,Ce,Central,Woarabeba,"Woarabeba, Central"
2287,Vo,Volta,Wodome,"Wodome, Volta"
2288,GA,Greater Accra,Wokumagbe,"Wokumagbe, Greater Accra"
2289,We,Western,Woman No Good,"Woman No Good, Western"
2290,As,Ashanti,Woraso (Kumawu),"Woraso (Kumawu), Ashanti"
2291,As,Ashanti,Woraso (Mampong),"Woraso (Mampong), Ashanti"
2292,Ot,Oti,Worawora,"Worawora, Oti"
2293,UE,Upper East,Woriyanga,"Woriyanga, Upper East"
2294,Ea,Eastern,Worobong,"Worobong, Eastern"
2295,UW,Upper West,Wotumu,"Wotumu, Upper West"
2296,No,Northern,Wulensi,"Wulensi, Northern"
2297,NE,North East,Wuntubiri,"Wuntubiri, North East"
2298,GA,Greater Accra,Wuonyi,"Wuonyi, Greater Accra"
2299,Ce,Central,Wurakese,"Wurakese, Central"
2300,As,Ashanti,Wurapong,"Wurapong, Ashanti"
2301,Vo,Volta,Wusuta,"Wusuta, Volta"
2302,Vo,Volta,Wusuta Resettlement,"Wusuta Resettlement, Volta"
2303,Vo,Volta,Wute,"Wute, Volta"
